timestamp,proceso,error_level,error_message,mensaje,log_category
2026-09-04 04:50:54.860,spid33s,0.0,A self-generated certificate was successfully loaded for encryption.,A self-generated certificate was successfully loaded for encryption.,INFO
2026-09-04 04:50:54.870,spid33s,0.0,Server is listening on [ 'any' <ipv6> 1433] accept sockets 1.,Server is listening on [ 'any' <ipv6> 1433] accept sockets 1.,INFO
2026-09-04 04:50:54.870,spid33s,0.0,Server is listening on [ 'any' <ipv4> 1433] accept sockets 1.,Server is listening on [ 'any' <ipv4> 1433] accept sockets 1.,INFO
2026-09-04 04:50:54.880,Server,0.0,Server is listening on [ ::1 <ipv6> 1434] accept sockets 1.,Server is listening on [ ::1 <ipv6> 1434] accept sockets 1.,INFO
2026-09-04 04:50:54.880,Server,0.0,Server is listening on [ 127.0.0.1 <ipv4> 1434] accept sockets 1.,Server is listening on [ 127.0.0.1 <ipv4> 1434] accept sockets 1.,INFO
2026-09-04 04:50:54.880,Server,0.0,Dedicated admin connection support was established for listening locally on port 1434.,Dedicated admin connection support was established for listening locally on port 1434.,INFO
2026-09-04 04:50:54.890,spid33s,0.0,Server is listening on [ ::1 <ipv6> 1431] accept sockets 1.,Server is listening on [ ::1 <ipv6> 1431] accept sockets 1.,INFO
2026-09-04 04:50:54.890,spid24s,0.0,Database 'model_replicatedmaster' running the upgrade step from version 941 to version 942.,Database 'model_replicatedmaster' running the upgrade step from version 941 to version 942.,INFO
2026-09-04 04:50:54.900,spid33s,0.0,Server is listening on [ 127.0.0.1 <ipv4> 1431] accept sockets 1.,Server is listening on [ 127.0.0.1 <ipv4> 1431] accept sockets 1.,INFO
2026-09-04 04:50:54.900,spid33s,0.0,SQL Server is now ready for client connections. This is an informational message; no user action is required.,SQL Server is now ready for client connections. This is an informational message; no user action is required.,STARTUP
2026-09-04 04:50:54.920,spid24s,0.0,Database 'model_replicatedmaster' running the upgrade step from version 942 to version 943.,Database 'model_replicatedmaster' running the upgrade step from version 942 to version 943.,INFO
2026-09-04 04:50:55.030,spid24s,0.0,Database 'model_replicatedmaster' running the upgrade step from version 943 to version 944.,Database 'model_replicatedmaster' running the upgrade step from version 943 to version 944.,INFO
2026-09-04 04:50:55.070,spid24s,0.0,Database 'model_replicatedmaster' running the upgrade step from version 944 to version 945.,Database 'model_replicatedmaster' running the upgrade step from version 944 to version 945.,INFO
2026-09-04 04:50:55.110,spid24s,0.0,Database 'model_replicatedmaster' running the upgrade step from version 945 to version 946.,Database 'model_replicatedmaster' running the upgrade step from version 945 to version 946.,INFO
2026-09-04 04:50:55.130,spid24s,0.0,Database 'model_replicatedmaster' running the upgrade step from version 946 to version 947.,Database 'model_replicatedmaster' running the upgrade step from version 946 to version 947.,INFO
2026-09-04 04:50:55.160,spid24s,0.0,Database 'model_replicatedmaster' running the upgrade step from version 947 to version 948.,Database 'model_replicatedmaster' running the upgrade step from version 947 to version 948.,INFO
2026-09-04 04:50:55.190,spid24s,0.0,Database 'model_replicatedmaster' running the upgrade step from version 948 to version 949.,Database 'model_replicatedmaster' running the upgrade step from version 948 to version 949.,INFO
2026-09-04 04:50:55.210,spid24s,0.0,Database 'model_replicatedmaster' running the upgrade step from version 949 to version 950.,Database 'model_replicatedmaster' running the upgrade step from version 949 to version 950.,INFO
2026-09-04 04:50:55.240,spid24s,0.0,Database 'model_replicatedmaster' running the upgrade step from version 950 to version 951.,Database 'model_replicatedmaster' running the upgrade step from version 950 to version 951.,INFO
2026-09-04 04:50:55.280,spid24s,0.0,Database 'model_replicatedmaster' running the upgrade step from version 951 to version 952.,Database 'model_replicatedmaster' running the upgrade step from version 951 to version 952.,INFO
2026-09-04 04:50:55.320,spid24s,0.0,Database 'model_replicatedmaster' running the upgrade step from version 952 to version 953.,Database 'model_replicatedmaster' running the upgrade step from version 952 to version 953.,INFO
2026-09-04 04:50:55.380,spid24s,0.0,Database 'model_replicatedmaster' running the upgrade step from version 953 to version 954.,Database 'model_replicatedmaster' running the upgrade step from version 953 to version 954.,INFO
2026-09-04 04:50:55.410,spid24s,0.0,Database 'model_replicatedmaster' running the upgrade step from version 954 to version 955.,Database 'model_replicatedmaster' running the upgrade step from version 954 to version 955.,INFO
2026-09-04 04:50:55.450,spid24s,0.0,Database 'model_replicatedmaster' running the upgrade step from version 955 to version 956.,Database 'model_replicatedmaster' running the upgrade step from version 955 to version 956.,INFO
2026-09-04 04:50:55.620,spid24s,0.0,Database 'model_replicatedmaster' running the upgrade step from version 956 to version 957.,Database 'model_replicatedmaster' running the upgrade step from version 956 to version 957.,INFO
2026-09-04 04:50:56.230,spid24s,0.0,"[32761]. Feature Status: PVS: 0. CTR: 0. ConcurrentPFSUpdate: 1. ConcurrentGAMUpdate: 1. ConcurrentSGAMUpdate: 1, CleanupUnderUserTransaction: 0. TranLevelPVS: 0","[32761]. Feature Status: PVS: 0. CTR: 0. ConcurrentPFSUpdate: 1. ConcurrentGAMUpdate: 1. ConcurrentSGAMUpdate: 1, CleanupUnderUserTransaction: 0. TranLevelPVS: 0",INFO
2026-09-04 04:50:56.230,spid24s,0.0,Starting up database 'model_msdb'.,Starting up database 'model_msdb'.,STARTUP
2026-09-04 04:50:56.390,spid24s,0.0,Converting database 'model_msdb' from version 927 to the current version 957.,Converting database 'model_msdb' from version 927 to the current version 957.,INFO
2026-09-04 04:50:56.390,spid24s,0.0,Database 'model_msdb' running the upgrade step from version 927 to version 928.,Database 'model_msdb' running the upgrade step from version 927 to version 928.,INFO
2026-09-04 04:50:56.420,spid24s,0.0,Database 'model_msdb' running the upgrade step from version 928 to version 929.,Database 'model_msdb' running the upgrade step from version 928 to version 929.,INFO
2026-09-04 04:50:56.510,spid24s,0.0,Database 'model_msdb' running the upgrade step from version 929 to version 930.,Database 'model_msdb' running the upgrade step from version 929 to version 930.,INFO
2026-09-04 04:50:56.560,spid24s,0.0,Database 'model_msdb' running the upgrade step from version 930 to version 931.,Database 'model_msdb' running the upgrade step from version 930 to version 931.,INFO
2026-09-04 04:50:56.620,spid24s,0.0,Database 'model_msdb' running the upgrade step from version 931 to version 932.,Database 'model_msdb' running the upgrade step from version 931 to version 932.,INFO
2026-09-04 04:50:56.660,spid24s,0.0,Database 'model_msdb' running the upgrade step from version 932 to version 933.,Database 'model_msdb' running the upgrade step from version 932 to version 933.,INFO
2026-09-04 04:50:56.690,spid24s,0.0,Database 'model_msdb' running the upgrade step from version 933 to version 934.,Database 'model_msdb' running the upgrade step from version 933 to version 934.,INFO
2026-09-04 04:50:56.730,spid24s,0.0,Database 'model_msdb' running the upgrade step from version 934 to version 935.,Database 'model_msdb' running the upgrade step from version 934 to version 935.,INFO
2026-09-04 04:50:56.760,spid24s,0.0,Database 'model_msdb' running the upgrade step from version 935 to version 936.,Database 'model_msdb' running the upgrade step from version 935 to version 936.,INFO
2026-09-04 04:50:56.790,spid24s,0.0,Database 'model_msdb' running the upgrade step from version 936 to version 937.,Database 'model_msdb' running the upgrade step from version 936 to version 937.,INFO
2026-09-04 04:50:56.820,spid24s,0.0,Database 'model_msdb' running the upgrade step from version 937 to version 938.,Database 'model_msdb' running the upgrade step from version 937 to version 938.,INFO
2026-09-04 04:50:56.850,spid24s,0.0,Database 'model_msdb' running the upgrade step from version 938 to version 939.,Database 'model_msdb' running the upgrade step from version 938 to version 939.,INFO
2026-09-04 04:50:56.880,spid24s,0.0,Database 'model_msdb' running the upgrade step from version 939 to version 940.,Database 'model_msdb' running the upgrade step from version 939 to version 940.,INFO
2026-09-04 04:50:56.910,spid24s,0.0,Database 'model_msdb' running the upgrade step from version 940 to version 941.,Database 'model_msdb' running the upgrade step from version 940 to version 941.,INFO
2026-09-04 04:50:56.940,spid24s,0.0,Database 'model_msdb' running the upgrade step from version 941 to version 942.,Database 'model_msdb' running the upgrade step from version 941 to version 942.,INFO
2026-09-04 04:50:56.960,spid24s,0.0,Database 'model_msdb' running the upgrade step from version 942 to version 943.,Database 'model_msdb' running the upgrade step from version 942 to version 943.,INFO
2026-09-04 04:50:57.050,spid24s,0.0,Database 'model_msdb' running the upgrade step from version 943 to version 944.,Database 'model_msdb' running the upgrade step from version 943 to version 944.,INFO
2026-09-04 04:50:57.080,spid24s,0.0,Database 'model_msdb' running the upgrade step from version 944 to version 945.,Database 'model_msdb' running the upgrade step from version 944 to version 945.,INFO
2026-09-04 04:50:57.140,spid24s,0.0,Database 'model_msdb' running the upgrade step from version 945 to version 946.,Database 'model_msdb' running the upgrade step from version 945 to version 946.,INFO
2026-09-04 04:50:57.170,spid24s,0.0,Database 'model_msdb' running the upgrade step from version 946 to version 947.,Database 'model_msdb' running the upgrade step from version 946 to version 947.,INFO
2026-09-04 04:50:57.200,spid24s,0.0,Database 'model_msdb' running the upgrade step from version 947 to version 948.,Database 'model_msdb' running the upgrade step from version 947 to version 948.,INFO
2026-09-04 04:50:57.220,spid24s,0.0,Database 'model_msdb' running the upgrade step from version 948 to version 949.,Database 'model_msdb' running the upgrade step from version 948 to version 949.,INFO
2026-09-04 04:50:57.250,spid24s,0.0,Database 'model_msdb' running the upgrade step from version 949 to version 950.,Database 'model_msdb' running the upgrade step from version 949 to version 950.,INFO
2026-09-04 04:50:57.270,spid24s,0.0,Database 'model_msdb' running the upgrade step from version 950 to version 951.,Database 'model_msdb' running the upgrade step from version 950 to version 951.,INFO
2026-09-04 04:50:57.310,spid24s,0.0,Database 'model_msdb' running the upgrade step from version 951 to version 952.,Database 'model_msdb' running the upgrade step from version 951 to version 952.,INFO
2026-09-04 04:50:57.330,spid24s,0.0,Database 'model_msdb' running the upgrade step from version 952 to version 953.,Database 'model_msdb' running the upgrade step from version 952 to version 953.,INFO
2026-09-04 04:50:57.370,spid24s,0.0,Database 'model_msdb' running the upgrade step from version 953 to version 954.,Database 'model_msdb' running the upgrade step from version 953 to version 954.,INFO
2026-09-04 04:50:57.400,spid24s,0.0,Database 'model_msdb' running the upgrade step from version 954 to version 955.,Database 'model_msdb' running the upgrade step from version 954 to version 955.,INFO
2026-09-04 04:50:57.430,spid24s,0.0,Database 'model_msdb' running the upgrade step from version 955 to version 956.,Database 'model_msdb' running the upgrade step from version 955 to version 956.,INFO
2026-09-04 04:50:57.530,spid24s,0.0,Database 'model_msdb' running the upgrade step from version 956 to version 957.,Database 'model_msdb' running the upgrade step from version 956 to version 957.,INFO
2026-09-04 04:50:57.710,spid24s,0.0,Resource governor reconfiguration succeeded.,Resource governor reconfiguration succeeded.,CONFIGURATION
2026-09-04 04:50:57.710,spid24s,0.0,SQL Server Audit is starting the audits. This is an informational message. No user action is required.,SQL Server Audit is starting the audits. This is an informational message. No user action is required.,STARTUP
2026-09-04 04:50:57.710,spid40s,0.0,Attribute synchronization initialized,Attribute synchronization initialized,INFO
2026-09-04 04:50:57.720,spid40s,0.0,Attribute synchronization manager initialized,Attribute synchronization manager initialized,INFO
2026-09-04 04:50:57.720,spid24s,0.0,SQL Server Audit has started the audits. This is an informational message. No user action is required.,SQL Server Audit has started the audits. This is an informational message. No user action is required.,STARTUP
2026-09-04 04:50:57.850,spid24s,0.0,"SQL Trace ID 1 was started by login ""sa"".","SQL Trace ID 1 was started by login ""sa"".",STARTUP
2026-09-04 04:50:57.880,spid24s,0.0,Server name is 'fadf03e4e65e'. This is an informational message only. No user action is required.,Server name is 'fadf03e4e65e'. This is an informational message only. No user action is required.,INFO
2026-09-04 04:50:57.920,spid26s,0.0,Clearing tempdb database.,Clearing tempdb database.,INFO
2026-09-04 04:50:57.920,spid58s,0.0,"[5]. Feature Status: PVS: 0. CTR: 0. ConcurrentPFSUpdate: 1. ConcurrentGAMUpdate: 1. ConcurrentSGAMUpdate: 1, CleanupUnderUserTransaction: 0. TranLevelPVS: 0","[5]. Feature Status: PVS: 0. CTR: 0. ConcurrentPFSUpdate: 1. ConcurrentGAMUpdate: 1. ConcurrentSGAMUpdate: 1, CleanupUnderUserTransaction: 0. TranLevelPVS: 0",INFO
2026-09-04 04:50:57.920,spid55s,0.0,"[4]. Feature Status: PVS: 0. CTR: 0. ConcurrentPFSUpdate: 1. ConcurrentGAMUpdate: 1. ConcurrentSGAMUpdate: 1, CleanupUnderUserTransaction: 0. TranLevelPVS: 0","[4]. Feature Status: PVS: 0. CTR: 0. ConcurrentPFSUpdate: 1. ConcurrentGAMUpdate: 1. ConcurrentSGAMUpdate: 1, CleanupUnderUserTransaction: 0. TranLevelPVS: 0",INFO
2026-09-04 04:50:57.920,spid60s,0.0,Always On: The availability replica manager is starting. This is an informational message only. No user action is required.,Always On: The availability replica manager is starting. This is an informational message only. No user action is required.,STARTUP
2026-09-04 04:50:57.930,spid58s,0.0,Starting up database 'SteelNort'.,Starting up database 'SteelNort'.,STARTUP
2026-09-04 04:50:57.930,spid55s,0.0,Starting up database 'msdb'.,Starting up database 'msdb'.,STARTUP
2026-09-04 04:50:57.930,spid60s,0.0,Always On: The availability replica manager is waiting for the instance of SQL Server to allow client connections. This is an informational message only. No user action is required.,Always On: The availability replica manager is waiting for the instance of SQL Server to allow client connections. This is an informational message only. No user action is required.,INFO
2026-09-04 04:50:57.930,spid58s,0.0,RemoveStaleDbEntries: Cleanup of stale DB entries called for database ID: [5],RemoveStaleDbEntries: Cleanup of stale DB entries called for database ID: [5],INFO
2026-09-04 04:50:57.940,spid58s,0.0,RemoveStaleDbEntries: Cleanup of stale DB entries skipped because master db is not memory optimized. DbId: 5.,RemoveStaleDbEntries: Cleanup of stale DB entries skipped because master db is not memory optimized. DbId: 5.,INFO
2026-09-04 04:50:57.970,spid23s,0.0,Using 'dbghelp.dll' version '4.0.5',Using 'dbghelp.dll' version '4.0.5',INFO
2026-09-04 04:50:58.070,spid58s,0.0,Parallel redo is started for database 'SteelNort' with worker pool size [3].,Parallel redo is started for database 'SteelNort' with worker pool size [3].,STARTUP
2026-09-04 04:50:58.170,spid24s,0.0,Recovery is writing a checkpoint in database 'msdb' (4). This is an informational message only. No user action is required.,Recovery is writing a checkpoint in database 'msdb' (4). This is an informational message only. No user action is required.,STARTUP
